prompt,answer,f1,predictions
"Durant bona part de la dècada del 1790, les dificultats econòmiques van impedir a Van Marum poder aconseguir finançament pels seus experiments amb la màquina electroestàtica i va decidit centrar-se durant diversos anys en la geologia. Entre 1796 i 1798 va donar algunes conferències sobre aquesta temàtica en general, i en particular sobre vulcanologia, fòssils i paleontologia. El 1798 va visitar a Weissenstein una exposició de lignit i basalt. Allà va observar el lignit cobert per una capa d'argila i pumicita, revestit al seu torn per basalt bretxat, el qual Van Marum va demoninar «lava sorrenca». D'allà va marxar a Meißen, on va visitar les mines de carbó, conegudes en aquell moment pels seus incendis, els orígens dels quals romanien sense una explicació científica satisfactòria. Entre 1799 i 1801 va dirigir diverses investigacions sobre l'escorça terrestre primitiva i el tipus de roques que componen l'escorça actual. El 1802 va realitzar un viatge a París amb l'objectiu d'adquirir un exemplar de la col·lecció de 500 models de vidres de René Just Haüy.
----
Pregunta: Quants models de vidres tenia la col·lecció de René Just Haüy?
Resposta: 500
----
Pregunta: Què va impedir a Van Marum aconseguir finançament pels seus experiments en la dècada del 1790?
Resposta: les dificultats econòmiques
----
Pregunta: On va marxar Van Marum després d'haver estat a Weissenstein?
Resposta: Meißen
----
Pregunta: Quan va donar Van Marum conferències sobre vulcanologia, fòssils i paleontologia?
Resposta:","Entre 1796 i 1798 va donar algunes conferències sobre aquesta temàtica en general, i en particular sobre vulcanologia, fò",0.0, 1796-1798
"Un dels primers intents per determinar la densitat terrestre fou realitzat pel professor d'hidrografia de Le Havre, el francès Pierre Bouguer, durant la Missió Geodèsica al Perú (1735-1739). Bouguer dugué a terme diversos experiments per determinar la relació entre la densitat del volcà Chimborazo i la densitat mitjana de la Terra, a partir de la desviació de la vertical d'una plomada propera a aquesta gran muntanya. Isaac Newton ja havia considerat prèviament la realització de l'experiment com a demostració pràctica de la seva teoria de la gravitació en els seus Principia, però finalment rebutjà la idea. Els resultats de Bouguer no foren massa bons, ja que una mesura donava una densitat de la Terra quatre vegades superior al de la muntanya i l'altra dotze vegades més.
----
Pregunta: Quants experiments va dur a terme Pierre Bouguer?
Resposta: diversos
----
Pregunta: Qui va ser un dels pioners en intentar determinar la densitat terrestre?
Resposta: Pierre Bouguer
----
Pregunta: Com van ser els resultats de l'experiment de Pierre Bouguer?
Resposta: no foren massa bons
----
Pregunta: De quina disciplina era professor Pierre Bouguer?
Resposta: hidrografia
----
Pregunta: Entre quins elements volia establir una relació Pierre Bouguer ?
Resposta:",entre la densitat del volcà Chimborazo i la densitat mitjana de la Terra,0.9285714285714286, La relació entre la densitat del volcà Chimborazo i la densitat mitjana de la Terra
"L'autor de la reixa d'entrada a la Capilla de los Reyes Viejos és Domingo de Céspedes. Va construir aquesta reixa el 1529. Consta de tres pisos separats per dos frisos elaborats minuciosament: el superior, amb grius retallats que representen personatges mitològics alats i amb cua de peix; l'inferior, tanmateix, no és retallat, però els seus grotescs estan fets amb una gran precisió. El coronament final està realitzat amb una calavera a baix al centre (motiu molt renaixentista), on es recolza la punta de l'escut del cardenal Fonseca; el subjecten dos grans grius i, sobre seu, dos putti en actitud de pregària. A ambdós costats s'aixequen els canelobres, també molt treballats.
----
Pregunta: Quants pisos té?
Resposta: tres
----
Pregunta: Qui va fer la reixa d'entrada a la Capilla de los Reyes Viejos?
Resposta: Domingo de Céspedes
----
Pregunta: Com són els canelobres dels costats?
Resposta: molt treballats
----
Pregunta: Quin any la va construir?
Resposta:",1529,1.0, 1529
"El batlle sobiranista de Palma Antoni Noguera ha anunciat durant els actes del Dia de l'Estendard el que ha qualificat com 'la transformació més gran de la història de Palma'. Noguera ha rememorat el batlle Darder per a dir que el compromís amb la ciutat continua sent 'despertar del somni, abandonar la calma i passar a l'acció a través de la cultura i el món que ens envolta'. Noguer ha afegit que la Festa de l'Estendard 'ens reafirma com a poble'. En un moment del discurs Noguera ha recordat que dels catorze cossos apareguts en la fossa de Porreres tres eren ciutadans de Palma, reclamant així que la ciutat recordi i honori les víctimes del franquisme. Entre els projectes prioritaris pel 2018 el batlle de Palma ha remarcat la renovació del transport públic de la ciutat, la preservació del port Petit del Molinar i la creació del bosc urbà del Canòdrom.
----
Pregunta: Quants dels cossos de la fossa de Porreres eren de ciutadans de Palma?
Resposta: tres
----
Pregunta: Quants cossos hi havia a la fossa de Porreres?
Resposta: catorze
----
Pregunta: A qui ha recordat Noguera durant el seu discurs?
Resposta:",el batlle Darder,0.0, Les víctimes del franquisme
"Al llarg de la història del Japó van existir tres shogunats. El primer l'establí el 1192 Minamoto no Yoritomo, conegut com a shogunat Kamakura. Aquest govern només va ser controlat per tres membres del clan Minamoto, ja que el poder el va usurpar el clan Hōjō, que sota el títol de regents nomenaven shoguns titelles, nens i joves que rebutjaven en complir els vint anys. El segon shogunat és conegut com a Ashikaga i va ser fundat el 1338 per Ashikaga Takauji. Durant aquest shogunat, quinze membres del clan Ashikaga van mantenir el lloc fins que un prominent militar del període Azuchi-Momoyama anomenat Oda Nobunaga va derrocar el shogun el 1573. L'últim va ser el shogunat Tokugawa, instituït oficialment per Ieyasu Tokugawa el 1603 i que va culminar el 1868 després de la renúncia al càrrec de Tokugawa Yoshinobu, quan l'emperador Meiji va reprendre el seu paper protagonista en la política del país i la figura del shogun va ser abolida.
----
Pregunta: Quants shogunats hi van haver en la història del Japó?
Resposta: tres
----
Pregunta: Qui va derrocar el shogun en el segon shogunat?
Resposta: Oda Nobunaga
----
Pregunta: Com es coneix el shogunat de Minamoto no Yoritomo?
Resposta: Kamakura
----
Pregunta: Quan va culminar el tercer shogunat?
Resposta: després de la renúncia al càrrec de Tokugawa Yoshinobu
----
Pregunta: Quin any va ser fundat el segon shogunat?
Resposta:",1338,1.0, 1338
"Existeixen també experiments que intenten demostrar la teoria que algunes femelles d'algunes espècies són capaces de triar al mascle amb millor genètica sense cap mena de demostració per part d'aquest, considerant que la millor genètica és aquella que augmenta la capacitat de supervivència dels descendents. En un d'aquests experiments van prendre diverses femelles de la mosca del vinagre i se les va dividir en dos grups. Un d'ells era forçat a aparellar-se amb un únic mascle pres pels investigadors a l'atzar mentre que a l'altre es mostraven a les femelles diversos mascles perquè pogués aparellar-se amb el que consideressin oportú. Posteriorment les cries d'ambdós grups van ser sotmeses a la pressió de depredadors mostrant les d'aquelles femelles que van tenir llibertat per aparellar millor capacitat de supervivència. Teòricament, i suposant que no hagués existit algun tipus de competència intraespecífica entre els mascles, les femelles que van poder triar van prendre als mascles més ben preparats i per això els seus descendents eren capaços de sobreviure a la depredació.
----
Pregunta: En quants grups es van dividir les femelles de la mosca del vinagre per realitzar l'experiment?
Resposta: dos
----
Pregunta: Quina teoria pretenien demostrar els experiments?
Resposta: que algunes femelles d'algunes espècies són capaces de triar al mascle amb millor genètica
----
Pregunta: A quins mascles van elegir les femelles del grup que podien triar?
Resposta: als mascles més ben preparats
----
Pregunta: Quines cries van tenir millor capacitat de supervivència quan van ser sotmeses a la pressió de depredadors?
Resposta:",les d'aquelles femelles que van tenir llibertat per aparellar,0.3333333333333333, les de les femelles que podien triar els mascles
"Les escoles, instituts, universitats i la resta de centres educatius tancaran les portes entre demà i dilluns durant almenys dues setmanes. Al Principat la mesura ja s'aplicarà demà, mentre que al País Valencià, les Illes, Catalunya Nord i la Franja de Ponent serà dilluns. La mesura arriba després que el brot de Covid-19 al país hagi pres embranzida amb gairebé mig miler d'afectats i sis morts. El Principat ha estat la primera zona a fer-ho. Aquest matí, el president de la Generalitat, Quim Torra, ha ordenat el tancament, que serà a partir de demà i no pas de dilluns, tal com s'esperava. L'objectiu és d'evitar l'expansió del coronavirus 2019.
----
Pregunta: Quants morts hi ha pel brot de Covid-19?
Resposta: sis
----
Pregunta: Quant temps estaran tancades les escoles?
Resposta:",almenys dues setmanes,0.8, Dues setmanes
"El 22 de juliol de 2017 Arran va fer una protesta contra el turisme al port de Palma, en la qual van participar una vintena de joves que van desplegar d'una pancarta mentre tiraven confeti i encenien dues bengales. Per aquests fets el jutjat d'instrucció número 2 de la ciutat va encausar onze persones. Ara la fiscalia ha demanat l'obertura de judici oral i un total de 26 anys de presó. ⏩ El turisme massiu condemna les joves a la misèria. #LaClau🗝 pic.twitter.com/kXqBRVEDR2 — Arran #NoClaudiquem (@Arran_jovent) July 22, 2017  Alerta Solidària, que porta la defensa dels encausats, ha denunciat que bona part d'ells no eren al port durant la protesta, fet que demostra la voluntat 'de criminalitzar' els moviments socials a Mallorca. 'La policia ha emparat una altra vegada els fitxers il·legals que té de les joves organitzades i de qui forma part dels moviments socials', assegura el col·lectiu.
----
Pregunta: Quants anys de presó demana la fiscalia?
Resposta: 26
----
Pregunta: Contra què protestava Arran?
Resposta: contra el turisme
----
Pregunta: Quan va fer la protesta Arran al port de Palma?
Resposta:",22 de juliol de 2017,1.0, 22 de juliol de 2017
"Hi ha 21 primats en perill crític, vuit dels quals han estat a la llista dels 25 primats més amenaçats del món de la UICN des de l'any 2000: el sifaca sedós, el langur de François, el langur de cap daurat, el rinopitec de potes grises, el rinopitec de Tonquín, Nomascus nasutus hainanus, el goril·la del riu Cross i l'orangutan de Sumatra. Procolobus badius waldronae fou recentment declarat extingit quan no es trobà cap rastre de la subespècie entre el 1993 i el 1999. Des d'aleshores, alguns caçadors n'han trobat i mort individus i el futur de la subespècie sembla difícil.
----
Pregunta: Quants primats hi ha en perill crític?
Resposta: 21
----
Pregunta: Qui elabora la llista dels primats més amenaçats del món?
Resposta: UICN
----
Pregunta: Quina subespècie de primat s'ha declarat recentment extingit?
Resposta: Procolobus badius waldronae
----
Pregunta: Quan no es trobà cap rastre de la subespècie Procolobus badius waldronae?
Resposta:",entre el 1993 i el 1999,0.8, Entre 1993 i 1999
"Dels prop de 400 espècimens coneguts de psitacosaure, només se n'ha publicat un amb algun tipus de patologia. L'espècimen en qüestió, que consisteix en un esquelet adult complet i que de manera temptativa s'ha assignat a P. mongoliensis, fou trobat a les capes inferiors de la formació de Yixian, a la Xina. No hi ha cap indici de fractura òssia, però es poden veure senyals molt clars d'una infecció a prop del punt mitjà del peroné dret. L'os exhibeix un gran forat circular, evidència de necrosi a causa de la manca de reg sanguini a la regió. El forat està envoltat per una gran quantitat d'inflamació al terç inferior de l'os. Aquesta gran quantitat d'os acumulada al voltant de la ferida indica que l'animal va sobreviure durant molt de temps tot i la lesió i posterior infecció. Com que els psitacosaures eren animals bípedes, una ferida similar a un os essencial per suportar el pes probablement hauria sigut fatal. Tanmateix, a diferència del fèmur i la tíbia, el peroné no és un os encarregat de suportar el pes, de manera que aquest animal encara hauria sigut capaç de caminar en certa manera. La causa de la lesió continua sent desconeguda.
----
Pregunta: Quants espècimens de psitacosaure són coneguts?
Resposta: prop de 400
----
Pregunta: Com eren els psitacosaures?
Resposta: bípedes
----
Pregunta: Què indica la gran quantitat d'os acumulada al voltant de la ferida de l'animal?
Resposta: que l'animal va sobreviure durant molt de temps tot i la lesió i posterior infecció
----
Pregunta: On fou trobat l'espècimen adult que tenia alguna patologia?
Resposta: a les capes inferiors de la formació de Yixian
----
Pregunta: Quina va ser la causa de la lesió del psitacosaure?
Resposta:",continua sent desconeguda,0.0, Desconegut
